"Sex";"Age";"Modes of travel";"Travel motives";"Margins";"Periods";"Stages per person per day (average) (number)";"Distance travelled per stage (average) (passenger kilometres)";"Average travel time per stage (Minutes)"
"Total male and female";"18 to 24 years";"Bus/metro";"Attending education/courses";"Value";"2022*";"    0.12";"    9.70";"   27.20"
"Total male and female";"18 to 24 years";"Bus/metro";"Attending education/courses";"Value";"2023*";"    0.13";"    9.34";"   27.09"
"Total male and female";"18 to 24 years";"Bus/metro";"Leisure";"Value";"2014*";"    0.08";"   10.04";"   28.42"
"Total male and female";"18 to 24 years";"Bus/metro";"Leisure";"Value";"2015*";"    0.08";"    9.95";"   28.14"
"Total male and female";"18 to 24 years";"Bus/metro";"Leisure";"Value";"2016*";"    0.08";"    9.71";"   27.87"
"Total male and female";"18 to 24 years";"Bus/metro";"Leisure";"Value";"2017*";"    0.08";"    9.90";"   27.55"
"Total male and female";"18 to 24 years";"Bus/metro";"Leisure";"Value";"2018*";"    0.08";"    9.07";"   27.51"
"Total male and female";"18 to 24 years";"Bus/metro";"Leisure";"Value";"2019*";"    0.08";"    9.20";"   27.47"
"Total male and female";"18 to 24 years";"Bus/metro";"Leisure";"Value";"2020*";"    0.04";"    8.84";"   28.51"
"Total male and female";"18 to 24 years";"Bus/metro";"Leisure";"Value";"2021*";"    0.05";"    9.69";"   31.69"
"Total male and female";"18 to 24 years";"Bus/metro";"Leisure";"Value";"2022*";"    0.07";"    9.44";"   29.54"
"Total male and female";"18 to 24 years";"Bus/metro";"Leisure";"Value";"2023*";"    0.07";"    9.24";"   28.28"
"Total male and female";"18 to 24 years";"Bus/metro";"Other";"Value";"2014*";"       .";"       .";"       ."
"Total male and female";"18 to 24 years";"Bus/metro";"Other";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"18 to 24 years";"Bus/metro";"Other";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"18 to 24 years";"Bus/metro";"Other";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"18 to 24 years";"Bus/metro";"Other";"Value";"2018*";"    0.03";"    8.35";"   24.57"
"Total male and female";"18 to 24 years";"Bus/metro";"Other";"Value";"2019*";"    0.02";"    8.56";"   24.83"
"Total male and female";"18 to 24 years";"Bus/metro";"Other";"Value";"2020*";"    0.02";"    7.47";"   23.81"
"Total male and female";"18 to 24 years";"Bus/metro";"Other";"Value";"2021*";"    0.02";"    8.71";"   25.81"
"Total male and female";"18 to 24 years";"Bus/metro";"Other";"Value";"2022*";"    0.02";"    8.34";"   25.52"
"Total male and female";"18 to 24 years";"Bus/metro";"Other";"Value";"2023*";"    0.02";"    8.11";"   25.18"
"Total male and female";"18 to 24 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2014*";"    0.23";"    3.28";"   16.31"
"Total male and female";"18 to 24 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2015*";"    0.22";"    3.29";"   16.29"
"Total male and female";"18 to 24 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2016*";"    0.22";"    3.29";"   16.31"
"Total male and female";"18 to 24 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2017*";"    0.22";"    3.31";"   16.45"
"Total male and female";"18 to 24 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2018*";"    0.23";"    3.32";"   16.37"
"Total male and female";"18 to 24 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2019*";"    0.22";"    3.33";"   16.34"
"Total male and female";"18 to 24 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2020*";"    0.16";"    3.32";"   16.38"
"Total male and female";"18 to 24 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2021*";"    0.16";"    3.36";"   16.65"
"Total male and female";"18 to 24 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2022*";"    0.18";"    3.42";"   16.83"
"Total male and female";"18 to 24 years";"Bike";"Travel to/from work, (non)-daily commute";"Value";"2023*";"    0.19";"    3.44";"   16.83"
"Total male and female";"18 to 24 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2014*";"    0.13";"    1.88";"   11.44"
"Total male and female";"18 to 24 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2015*";"    0.13";"    1.89";"   11.40"
"Total male and female";"18 to 24 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2016*";"    0.12";"    1.88";"   11.30"
"Total male and female";"18 to 24 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2017*";"    0.12";"    1.91";"   11.32"
"Total male and female";"18 to 24 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2018*";"    0.12";"    1.91";"   11.39"
"Total male and female";"18 to 24 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2019*";"    0.11";"    1.93";"   11.38"
"Total male and female";"18 to 24 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2020*";"    0.12";"    1.84";"   11.08"
"Total male and female";"18 to 24 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2021*";"    0.11";"    1.86";"   11.41"
"Total male and female";"18 to 24 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2022*";"    0.12";"    1.91";"   11.36"
"Total male and female";"18 to 24 years";"Bike";"Shopping, groceries, funshopping.";"Value";"2023*";"    0.12";"    1.94";"   11.50"
"Total male and female";"18 to 24 years";"Bike";"Attending education/courses";"Value";"2014*";"    0.19";"    3.17";"   16.06"
"Total male and female";"18 to 24 years";"Bike";"Attending education/courses";"Value";"2015*";"    0.19";"    3.17";"   16.01"
"Total male and female";"18 to 24 years";"Bike";"Attending education/courses";"Value";"2016*";"    0.19";"    3.18";"   16.09"
"Total male and female";"18 to 24 years";"Bike";"Attending education/courses";"Value";"2017*";"    0.19";"    3.21";"   16.27"
"Total male and female";"18 to 24 years";"Bike";"Attending education/courses";"Value";"2018*";"    0.19";"    3.21";"   16.18"
"Total male and female";"18 to 24 years";"Bike";"Attending education/courses";"Value";"2019*";"    0.20";"    3.23";"   16.21"
"Total male and female";"18 to 24 years";"Bike";"Attending education/courses";"Value";"2020*";"    0.10";"    3.38";"   17.06"
"Total male and female";"18 to 24 years";"Bike";"Attending education/courses";"Value";"2021*";"    0.10";"    3.34";"   17.06"
"Total male and female";"18 to 24 years";"Bike";"Attending education/courses";"Value";"2022*";"    0.14";"    3.33";"   17.09"
"Total male and female";"18 to 24 years";"Bike";"Attending education/courses";"Value";"2023*";"    0.15";"    3.33";"   17.11"
"Total male and female";"18 to 24 years";"Bike";"Leisure";"Value";"2014*";"    0.34";"    3.63";"   22.25"
"Total male and female";"18 to 24 years";"Bike";"Leisure";"Value";"2015*";"    0.33";"    3.61";"   22.04"
"Total male and female";"18 to 24 years";"Bike";"Leisure";"Value";"2016*";"    0.32";"    3.60";"   21.93"
"Total male and female";"18 to 24 years";"Bike";"Leisure";"Value";"2017*";"    0.31";"    3.59";"   21.63"
"Total male and female";"18 to 24 years";"Bike";"Leisure";"Value";"2018*";"    0.32";"    3.61";"   21.78"
"Total male and female";"18 to 24 years";"Bike";"Leisure";"Value";"2019*";"    0.32";"    3.59";"   21.83"
"Total male and female";"18 to 24 years";"Bike";"Leisure";"Value";"2020*";"    0.25";"    4.10";"   26.01"
"Total male and female";"18 to 24 years";"Bike";"Leisure";"Value";"2021*";"    0.26";"    4.12";"   26.63"
"Total male and female";"18 to 24 years";"Bike";"Leisure";"Value";"2022*";"    0.31";"    3.76";"   23.75"
"Total male and female";"18 to 24 years";"Bike";"Leisure";"Value";"2023*";"    0.31";"    3.58";"   22.47"
"Total male and female";"18 to 24 years";"Bike";"Other";"Value";"2014*";"    0.08";"    2.66";"   14.96"
"Total male and female";"18 to 24 years";"Bike";"Other";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"18 to 24 years";"Bike";"Other";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"18 to 24 years";"Bike";"Other";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"18 to 24 years";"Bike";"Other";"Value";"2018*";"    0.07";"    2.64";"   14.71"
"Total male and female";"18 to 24 years";"Bike";"Other";"Value";"2019*";"    0.06";"    2.67";"   14.97"
"Total male and female";"18 to 24 years";"Bike";"Other";"Value";"2020*";"    0.06";"    2.71";"   15.32"
"Total male and female";"18 to 24 years";"Bike";"Other";"Value";"2021*";"    0.06";"    2.72";"   15.58"
"Total male and female";"18 to 24 years";"Bike";"Other";"Value";"2022*";"    0.07";"    2.66";"   15.18"
"Total male and female";"18 to 24 years";"Bike";"Other";"Value";"2023*";"    0.06";"    2.66";"   14.99"
"Total male and female";"18 to 24 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2014*";"    0.12";"    0.73";"    9.05"
"Total male and female";"18 to 24 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2015*";"    0.12";"    0.70";"    8.69"
"Total male and female";"18 to 24 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2016*";"    0.12";"    0.70";"    9.04"
"Total male and female";"18 to 24 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2017*";"    0.12";"    0.73";"    9.61"
"Total male and female";"18 to 24 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2018*";"    0.13";"    0.70";"    8.89"
"Total male and female";"18 to 24 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2019*";"    0.12";"    0.71";"    9.06"
"Total male and female";"18 to 24 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2020*";"    0.07";"    0.68";"    8.79"
"Total male and female";"18 to 24 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2021*";"    0.07";"    0.73";"    9.44"
"Total male and female";"18 to 24 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2022*";"    0.09";"    0.72";"    9.57"
"Total male and female";"18 to 24 years";"Walking";"Travel to/from work, (non)-daily commute";"Value";"2023*";"    0.10";"    0.73";"    9.94"
"Total male and female";"18 to 24 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2014*";"    0.14";"    0.71";"   10.11"
"Total male and female";"18 to 24 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2015*";"    0.13";"    0.73";"   10.50"
"Total male and female";"18 to 24 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2016*";"    0.14";"    0.69";"    9.76"
"Total male and female";"18 to 24 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2017*";"    0.14";"    0.71";"   10.15"
"Total male and female";"18 to 24 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2018*";"    0.14";"    0.70";"    9.78"
"Total male and female";"18 to 24 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2019*";"    0.13";"    0.69";"    9.84"
"Total male and female";"18 to 24 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2020*";"    0.14";"    0.68";"    9.32"
"Total male and female";"18 to 24 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2021*";"    0.16";"    0.71";"    9.91"
"Total male and female";"18 to 24 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2022*";"    0.16";"    0.70";"    9.84"
"Total male and female";"18 to 24 years";"Walking";"Shopping, groceries, funshopping.";"Value";"2023*";"    0.15";"    0.69";"   10.14"
"Total male and female";"18 to 24 years";"Walking";"Attending education/courses";"Value";"2014*";"    0.18";"    0.71";"    8.47"
"Total male and female";"18 to 24 years";"Walking";"Attending education/courses";"Value";"2015*";"    0.18";"    0.70";"    8.12"
"Total male and female";"18 to 24 years";"Walking";"Attending education/courses";"Value";"2016*";"    0.18";"    0.70";"    8.46"
"Total male and female";"18 to 24 years";"Walking";"Attending education/courses";"Value";"2017*";"    0.18";"    0.74";"    8.98"
"Total male and female";"18 to 24 years";"Walking";"Attending education/courses";"Value";"2018*";"    0.18";"    0.70";"    8.41"
"Total male and female";"18 to 24 years";"Walking";"Attending education/courses";"Value";"2019*";"    0.19";"    0.70";"    8.32"
"Total male and female";"18 to 24 years";"Walking";"Attending education/courses";"Value";"2020*";"    0.09";"    0.72";"    9.08"
"Total male and female";"18 to 24 years";"Walking";"Attending education/courses";"Value";"2021*";"    0.10";"    0.76";"    9.46"
"Total male and female";"18 to 24 years";"Walking";"Attending education/courses";"Value";"2022*";"    0.14";"    0.75";"    9.94"
"Total male and female";"18 to 24 years";"Walking";"Attending education/courses";"Value";"2023*";"    0.16";"    0.73";"    9.96"
"Total male and female";"18 to 24 years";"Walking";"Leisure";"Value";"2014*";"    0.28";"    1.90";"   26.83"
"Total male and female";"18 to 24 years";"Walking";"Leisure";"Value";"2015*";"    0.27";"    1.91";"   27.53"
"Total male and female";"18 to 24 years";"Walking";"Leisure";"Value";"2016*";"    0.26";"    1.87";"   27.36"
"Total male and female";"18 to 24 years";"Walking";"Leisure";"Value";"2017*";"    0.25";"    1.90";"   27.54"
"Total male and female";"18 to 24 years";"Walking";"Leisure";"Value";"2018*";"    0.26";"    1.93";"   27.43"
"Total male and female";"18 to 24 years";"Walking";"Leisure";"Value";"2019*";"    0.25";"    1.90";"   26.91"
"Total male and female";"18 to 24 years";"Walking";"Leisure";"Value";"2020*";"    0.28";"    2.40";"   34.17"
"Total male and female";"18 to 24 years";"Walking";"Leisure";"Value";"2021*";"    0.34";"    2.51";"   36.45"
"Total male and female";"18 to 24 years";"Walking";"Leisure";"Value";"2022*";"    0.33";"    2.13";"   31.68"
"Total male and female";"18 to 24 years";"Walking";"Leisure";"Value";"2023*";"    0.31";"    2.02";"   30.37"
"Total male and female";"18 to 24 years";"Walking";"Other";"Value";"2014*";"    0.06";"    0.79";"    9.98"
"Total male and female";"18 to 24 years";"Walking";"Other";"Value";"2015*";"       .";"       .";"       ."
"Total male and female";"18 to 24 years";"Walking";"Other";"Value";"2016*";"       .";"       .";"       ."
"Total male and female";"18 to 24 years";"Walking";"Other";"Value";"2017*";"       .";"       .";"       ."
"Total male and female";"18 to 24 years";"Walking";"Other";"Value";"2018*";"    0.05";"    0.78";"    9.79"
"Total male and female";"18 to 24 years";"Walking";"Other";"Value";"2019*";"    0.05";"    0.78";"    9.88"
"Total male and female";"18 to 24 years";"Walking";"Other";"Value";"2020*";"    0.05";"    0.74";"    9.80"
"Total male and female";"18 to 24 years";"Walking";"Other";"Value";"2021*";"    0.05";"    0.80";"   10.51"
"Total male and female";"18 to 24 years";"Walking";"Other";"Value";"2022*";"    0.05";"    0.77";"   10.39"
"Total male and female";"18 to 24 years";"Walking";"Other";"Value";"2023*";"    0.05";"    0.78";"   10.45"
"Total male and female";"18 to 24 years";"Other";"Travel to/from work, (non)-daily commute";"Value";"2014*";"       .";"       .";"       ."
